,가게명,nickname,content,date,visit
6385,정릉동 비비큐 정릉중앙점,ldsmail,치킨은 BBQ가 제일 맛있어요.,3.27.목,3번째 방문
6386,정릉동 비비큐 정릉중앙점,rudino,양념치킨도 그렇고 후라이드도 맛있게 먹었습니다!!사장님도 매우 친절하세요!!!,24.9.19.목,1번째 방문
6387,정릉동 비비큐 정릉중앙점,392****,좋아요,24.8.3.토,2번째 방문
6388,정릉동 비비큐 정릉중앙점,Mango7,맛있어요,24.2.5.월,4번째 방문
6389,정릉동 비비큐 정릉중앙점,dah****,굿,23.10.18.수,4번째 방문
6390,정릉동 비비큐 정릉중앙점,초록618,굿,23.9.30.토,2번째 방문
6391,정릉동 비비큐 정릉중앙점,kkh****,굿,23.9.10.일,2번째 방문
6392,정릉동 비비큐 정릉중앙점,맛사라스,굿,23.9.9.토,5번째 방문
6393,정릉동 비비큐 정릉중앙점,Mango7,비비큐 전문점 중 제일 맛있는 거 같아요,23.8.20.일,3번째 방문
6394,정릉동 비비큐 정릉중앙점,dm****,비비큐정릉중앙점 치킨맛나요,23.5.12.금,1번째 방문
6395,정릉동 비비큐 정릉중앙점,kjs****,신속하고 친절해요,23.4.6.목,1번째 방문
6396,정릉동 비비큐 정릉중앙점,ldsmail,쿠폰이 생겨서 먹었어요.,23.3.11.토,1번째 방문
6397,정릉동 비비큐 정릉중앙점,고디가,집근처에서 깨끗한 치킨 먹을 수 있는곳,23.3.3.금,1번째 방문
6398,정릉동 비비큐 정릉중앙점,미야미야53,굿,23.2.10.금,1번째 방문
6399,정릉동 비비큐 정릉중앙점,yoo****,맛있는 B B Q가 동네에새로 생겼어요좋아요^^,23.1.8.일,1번째 방문
6400,정릉동 비비큐 정릉중앙점,갱이는 나,,22.12.18.일,1번째 방문
6401,정릉동 비비큐 정릉중앙점,yks****,다른 지점보다 양념이 훨씬 맛있어요~ 친절해요~,22.12.4.일,2번째 방문
6402,정릉동 비비큐 정릉중앙점,테스리,좋아요,22.12.3.토,1번째 방문
6403,정릉동 비비큐 정릉중앙점,꿈꾸는 여자60,소주를 부릅니다~,22.11.28.월,1번째 방문
6404,정릉동 비비큐 정릉중앙점,cha****,좋아요,22.11.19.토,1번째 방문
6405,정릉동 비비큐 정릉중앙점,미스세레나96,굿,22.11.19.토,1번째 방문
6406,정릉동 비비큐 정릉중앙점,mia****,양도 많고 맛있어요.,22.11.6.일,1번째 방문
6407,정릉동 비비큐 정릉중앙점,yeureka,굿 매장에서는 못 먹어요,22.7.17.일,1번째 방문
6408,정릉동 비비큐 정릉중앙점,yks****,친절하시고 맛있어요~ 특히 양념치킨은 최고!!,22.6.4.토,1번째 방문
6409,정릉동 비비큐 정릉중앙점,Lucy7824,궁,22.5.21.토,2번째 방문
6410,정릉동 비비큐 정릉중앙점,khg084835,항상 맛있게 잘 먹고 있습니다 ㅎㅎ,22.4.22.금,1번째 방문
6411,정릉동 비비큐 정릉중앙점,Lucy7824,굿,22.4.14.목,1번째 방문
6412,정릉동 비비큐 정릉중앙점,wkwangm96,좋아요,22.1.23.일,1번째 방문
6413,정릉동 비비큐 정릉중앙점,lgs4588,좋아요,22.1.23.일,1번째 방문
6414,정릉동 비비큐 정릉중앙점,mainkim,타 브랜드 치킨보다 비싸요,21.12.25.토,2번째 방문
6415,정릉동 비비큐 정릉중앙점,미생59,치킨은 역시 비비큐,21.12.25.토,2번째 방문
6416,정릉동 비비큐 정릉중앙점,mainkim,가까워서 좋아요,21.12.25.토,1번째 방문
6417,정릉동 비비큐 정릉중앙점,미생59,자메이카 통다리 맛있어요,21.12.25.토,1번째 방문
6418,정릉동 비비큐 정릉중앙점,양하예,잘못시켯어요남편이저희동네보다 치킨도 음료서비스도 아쉬워요ㅜ,21.12.22.수,1번째 방문
6419,정릉동 비비큐 정릉중앙점,zard52,굿,21.10.2.토,1번째 방문
6420,정릉동 비비큐 정릉중앙점,FKFK,항상 맛있게 잘 먹고 있습니다,21.9.29.수,4번째 방문
6421,정릉동 비비큐 정릉중앙점,봄가을딸기,느끼해요,21.8.10.화,1번째 방문
6422,정릉동 비비큐 정릉중앙점,회원,느끼하고 별로예요,21.8.10.화,1번째 방문
6423,정릉동 비비큐 정릉중앙점,metel1110,배달도빠르고 최고에요!!,21.7.19.월,1번째 방문
6424,정릉동 비비큐 정릉중앙점,Mango7,친절하시고 치킨이 더 맛있는 거 같아요,21.6.12.토,2번째 방문
6425,정릉동 비비큐 정릉중앙점,yju0913,맛있어요!,21.5.14.금,1번째 방문
6426,정릉동 비비큐 정릉중앙점,Mango7,맛있는 곳이어요,21.5.14.금,1번째 방문
6427,정릉동 비비큐 정릉중앙점,그래이거,가끔감,21.4.11.일,2번째 방문
6428,정릉동 비비큐 정릉중앙점,하하호호7979,맛있어요,21.3.8.월,1번째 방문
6429,정릉동 비비큐 정릉중앙점,성은맘11,비비큐 맛있어요,21.3.7.일,1번째 방문
6430,정릉동 비비큐 정릉중앙점,HAHA48,오랜만에 먹으니까 맛있네요,21.2.6.토,1번째 방문
6431,정릉동 비비큐 정릉중앙점,두루두루61,좋아요,21.1.19.화,1번째 방문
6432,정릉동 비비큐 정릉중앙점,코코 막둥이,굿,21.1.10.일,1번째 방문
6433,정릉동 비비큐 정릉중앙점,데니스8266,맛있어요,21.1.3.일,1번째 방문
6434,정릉동 비비큐 정릉중앙점,gll****,"배달도 예상보다 빨랐고, 바로 와서 뜨끈뜨끈하니 맛있게 잘 먹었네요^^",20.12.20.일,1번째 방문
6435,정릉동 비비큐 정릉중앙점,krkj,.,20.11.19.목,1번째 방문
6436,정릉동 비비큐 정릉중앙점,이든6355,네고왕때 다른지점 먹어보고 너무 맛없어서 한동안 안먹다가 기프티콘이 들어와서 여기서 먹어봤어요 집근처중에 가장 별점이 높아서 한번먹어보자했는데 와 진짜 맛있어요 앞으론 여기서 먹을것같아요! 첨에 방문포장한다니까 오는길도 엄청 친절히 설명해주셨었오요 완전 친절하신분이에요👍,20.11.18.수,1번째 방문
6437,정릉동 비비큐 정릉중앙점,HAHAHOHO77,자주 이용하고 있는데 매번 맛있어요ㅠ 포장으로 해서 가면 주방을 청소하시는 모습을 여러번 봤는데 청결에 신경을 많이 쓰시는 것 같아요!! 직원분도 엄청 친절해요~,20.10.31.토,1번째 방문
6438,정릉동 비비큐 정릉중앙점,안개꽃7615,굿 맛나요,20.10.27.화,1번째 방문
6439,정릉동 비비큐 정릉중앙점,비너스걸,친절하고 맛있어요 굳굳굳,20.10.15.목,1번째 방문
6440,정릉동 비비큐 정릉중앙점,필교팬,맛있어요 네고왕 최고,20.10.7.수,1번째 방문
6441,정릉동 비비큐 정릉중앙점,고앵이덕,맛있어요 !,20.10.4.일,1번째 방문
6442,정릉동 비비큐 정릉중앙점,leemom71,자주애용합니다.방문인증은 첨입니다,20.9.30.수,1번째 방문
6443,정릉동 비비큐 정릉중앙점,022****,빨라요,20.9.27.일,1번째 방문
6444,정릉동 비비큐 정릉중앙점,티피3616,조아요    조아요,20.9.14.월,1번째 방문
6445,정릉동 빅쭌부대찌개 정릉점,ON3848,부대찌개 집인데 가게도 엄청깔끔하고 음식도 깔끔하게나오고 맛있어요!밥이랑 라면도 무한리필이여서 좋아용!,3.28.금,1번째 방문
6446,정릉동 빅쭌부대찌개 정릉점,Lime5951,부니 부대찌개 먹었는데 양도 많고 맛있어요 라면사리와 밥도 마음껏 먹을 수 있고 후식 슬러쉬도 있어요 좋았어요^^ 창가가 통창이라 뷰도 좋아요,3.27.목,1번째 방문
6447,정릉동 빅쭌부대찌개 정릉점,DYmom37,새로 생겨 매장 깨끗하고~테이블 간격도 넓직~차돌 평이 쏘쏘 였는데저는 맛있게 잘 먹었네요..라면  무한이라 좋고..대신 밥이 굴러 다니는?^^오늘은 잘못 지어진것일수도있겠지만..계란말이 &주먹밥도 맛나고..직원분들 친절하시고 부대찌게국물맛도 좋아서 다음엔 일반부대 먹으러 가보려구요^^나오려니 음료가 서비스였어요..시간없어 빨리 나왔는데..식사 후 후식 드심 좋을듯 해요~,3.26.수,1번째 방문
6448,정릉동 빅쭌부대찌개 정릉점,은영이69,친절하시고 매장도 넓고 너어어어무 맛있어용 !!!,3.26.수,1번째 방문
6449,정릉동 빅쭌부대찌개 정릉점,zerozeri,저녁에 가족이랑 같이 먹으러 왔는데 양도 많고 밥이랑 라면이 무제한이여서 너무 좋아요!햄이랑 고기 양이 푸짐푸짐해서 든든하게 먹을 수 있어요🍚직원분들도 너무 친절하셔서 다음에 또 방문할게요:),3.23.일,1번째 방문
6450,정릉동 빅쭌부대찌개 정릉점,mim****,"직원들분이 매우 친절하고 아이들이 좋아하는 슬러시도 있네요^^ 앞으로 자주 올 것 같아요술 가격도 저렴합니다부대찌개, 제워볶음도 맛있습니다",3.23.일,1번째 방문
6451,정릉동 빅쭌부대찌개 정릉점,eugine2002,두명이 왓는데 진짜 배터지게 먹고 갑니다! 기본도 맛있고 부찌도 엄청 맛있어용 ㅎㅎ 💜,3.19.수,1번째 방문
6452,정릉동 빅쭌부대찌개 정릉점,캐더린25,햄사리 진짜 많네용 ㅎㅎㅎㅎ 재방문임니당 동네맛집🍎,3.19.수,3번째 방문
6453,정릉동 빅쭌부대찌개 정릉점,jb3****,부대찌개 너무 맛있습니다!! 매장도 너무 쾌적해서 좋고 청결자체도 마음에 드네요. 무엇보다 가성비가 너무 좋아서 자주 이용할것 같습니다 ~,3.18.화,1번째 방문
6454,정릉동 빅쭌부대찌개 정릉점,장장희,양 푸짐하고 느끼하지 않고 깔끔한 육수가 너무 맛있어요~~~햄많아영🥰,3.17.월,1번째 방문
6455,정릉동 사계절보리밥,토끼4114,보리밥에 열무김치 나물 된장찌개 조합이 좋고 맛있어요,3.26.수,2번째 방문
6456,정릉동 사계절보리밥,토끼4114,보리비빔밥에 된장찌개 둘다 맛있어요,3.12.수,1번째 방문
6457,정릉동 사계절보리밥,lov****,맛있어요!,24.11.4.월,1번째 방문
6458,정릉동 사계절보리밥,al****,,24.5.3.금,1번째 방문
6459,정릉동 사계절보리밥,dlrldjr76,굿 👍,24.4.17.수,1번째 방문
6460,정릉동 사계절보리밥,lcy****,국민대 근처에서 건강한 시골밥상 먹고 싶다면 요기 완전 추천!! 양도 푸짐하고 재료도 다 신선하고 사장님도 친절하셔요 :) 음식이 빨리 나와서 기다리지 않아도 되구~ 구수한 된장찌개랑 보리밥이랑 맛없업임🤭 동네 주민 맛집인지 어르신들이 많이 와서 드시더라구용,24.3.16.토,1번째 방문
6461,정릉동 사계절보리밥,뚜루19,굿,24.3.4.월,2번째 방문
6462,정릉동 사계절보리밥,뚜루19,굿,24.2.19.월,1번째 방문
6463,정릉동 사계절보리밥,요닝이 사는 이야기,반찬도 맛있고 청국장도 건강한맛이라 좋아요 ~,23.11.28.화,1번째 방문
6464,정릉동 사계절보리밥,zerozeri,집밥이에요,23.10.30.월,1번째 방문
6465,정릉동 산마을,WS2014,밑반찬 정갈하고 맛있어요.,2.6.목,13번째 방문
6466,정릉동 산마을,WS2014,김치전 가성비 좋고 대박 맛있어요. 양도 많아요.,1.4.토,12번째 방문
6467,정릉동 산마을,깨사랑,밥먹다가 늦게 먹어서 손님다가버렸다해서 쫒겨났네요시간을보니 50분 걸리긴했습니다그래도 그렇게 손님 면전에대놓고 탓하고 쫒아내는건 너무 몰상식하지않나요?비빔밥 내용물도 부실한대 김치도 안주더라구요이건좀 아닌거 같아서 후기남깁니다동네장사 그렇게 하지마세요,24.12.29.일,1번째 방문
6468,정릉동 산마을,WS2014,서비스로 주시는 된장국 대박 맛있어요.,24.12.2.월,11번째 방문
6469,정릉동 산마을,리치마미6723,ㅇ,24.11.26.화,1번째 방문
6470,정릉동 산마을,nsi****,굿굿,24.11.8.금,1번째 방문
6471,정릉동 산마을,어쩌라구,,24.11.7.목,5번째 방문
6472,정릉동 산마을,WS2014,김치찌개 얼큰하고 돼지고기 큼직큼직하게 들어있어서 맛있어요.,24.10.25.금,10번째 방문
6473,정릉동 산마을,김37,항상 맛있게 잘 먹고 있습니다,24.10.11.금,1번째 방문
6474,정릉동 산마을,ses****,항상 맛있게 먹고 있습니다삽겹살 제육볶음 추천,24.10.2.수,1번째 방문
6475,정릉동 산장두부촌,Erdadgj,맛집입니다,2.15.토,1번째 방문
6476,정릉동 산장두부촌,태인대,"손님이 오면 모시고 가는곳입니다.청수장골 맛집, 가끔씩 들리는 곳.맛집입니다",2.1.토,1번째 방문
6477,정릉동 산장두부촌,qhanf,굿,24.12.3.화,1번째 방문
6478,정릉동 산장두부촌,보스앤텍,3,24.11.24.일,1번째 방문
6479,정릉동 산장두부촌,멋진 인생66,좋아요,24.11.24.일,18번째 방문
6480,정릉동 산장두부촌,민여짱,,24.11.16.토,1번째 방문
6481,정릉동 산장두부촌,ws****,,24.11.16.토,1번째 방문
6482,정릉동 산장두부촌,amdi,,24.11.16.토,1번째 방문
6483,정릉동 산장두부촌,Vivaan,일하다 가끔 들리는곳이에요돌솥밥에 보쌈을 먹으니 든든하고요밑반찬들도 깔끔하니 맛있어요고기 잡내도 없고 육진도 부드러워요2층까지 되어있어서 넓은편입니다추천해요,24.11.12.화,1번째 방문
6484,정릉동 산장두부촌,가하62,맛나요,24.11.10.일,3번째 방문
6485,정릉동 산전수전,piu****,"진짜 사장님이 너무 불친절해서 다시는 가고 싶지가 않네요...1. 옆테이블 메뉴를 보고 맛있어보여서 추가 주문하였으나,신경질적인 어조로 옆테이블은 메뉴판에 없는(두부+오삼불고기) 메뉴라 두부김치랑 다르다고 추가금 내고 먹을거냐며 짜증을 냄2. 화장실 입구를 홀에서 먹는대 신발을 벋고 격실로 간다고 왜 그러냐며 되물음(어이없다는 어조)   * 참고로 격실도 매장 좌석임3. 물을 안주시길래 물 달라고 여쭤보니 맥주먹는 사람들이 물을 왜 달라고 하냐며 짜증내고 성의없이 물통과 컵을 탁탁 내려 놓음",24.9.15.일,1번째 방문
6486,정릉동 산전수전,nsi****,김치찌개 넘 맛있어요,24.3.1.금,1번째 방문
6487,정릉동 산전수전,0010302,김치전맛있어요~!,24.2.12.월,1번째 방문
6488,정릉동 산전수전,풀잎사랑448,ㆍ,23.10.13.금,4번째 방문
6489,정릉동 산전수전,풀잎사랑448,ㆍ,23.4.30.일,3번째 방문
6490,정릉동 산전수전,싱싱4982,사장님이 친절하세요~,23.3.25.토,1번째 방문
6491,정릉동 산전수전,풀잎사랑448,ㆍ,23.2.28.화,2번째 방문
6492,정릉동 산전수전,다다다랭,굿,23.2.28.화,1번째 방문
6493,정릉동 산전수전,joo****,사장님 인심이 대박이시네요전  하나면  네명이  배불리 먹을수 있어요조개탕  강추입니다,22.11.29.화,1번째 방문
6494,정릉동 산전수전,뭉텅49,"전도 크고, 아주머니도 친절하고정릉역의 매력은 끝도 없군요",22.9.30.금,1번째 방문
6495,정릉동 산중호걸,처음처럼 처돌이,마라전골 맛있어요 잘먹었습니다😊,23.3.31.금,1번째 방문
6496,정릉동 산중호걸,라벤더251,맛있어요,22.9.7.수,2번째 방문
6497,정릉동 산중호걸,라벤더251,맛있어요,22.9.7.수,1번째 방문
6498,정릉동 산중호걸,kimhjin202,,22.6.14.화,3번째 방문
6499,정릉동 산중호걸,mys****,,22.5.16.월,1번째 방문
6500,정릉동 산중호걸,pmk****,,22.4.22.금,1번째 방문
6501,정릉동 산중호걸,kimhjin202,,22.4.13.수,2번째 방문
6502,정릉동 산중호걸,kimhjin202,,22.4.13.수,1번째 방문
6503,정릉동 산중호걸,나라고나라니까,,22.4.13.수,1번째 방문
6504,정릉동 산중호걸,YeEunnn,,22.3.16.수,1번째 방문
6505,정릉동 산중호걸,pilot663,,22.3.16.수,1번째 방문
6506,정릉동 서경포차,갱쓰123,좋아요!,24.11.7.목,3번째 방문
6507,정릉동 서경포차,힝정c,서경대 앞에서 늦게까지 먹을 수 있는 곳이에요. 매장도 넓고 소주도 4500원이라 가성비 좋습니다. 사장님도 친절하세요. 아 여름에 열무냉면 진짜 맛있어요,24.7.6.토,1번째 방문
6508,정릉동 서경포차,기다림54,ㆍ,24.1.2.화,1번째 방문
6509,정릉동 서경포차,서인찌,왕저렴.... 가성비갑입니다 진짜사장님도 친절하시고 졸업하고나서야 이곳에 왔다니ㅠㅠㅠㅠ,23.12.7.목,1번째 방문
6510,정릉동 서경포차,푸부2000,굿,23.9.12.화,1번째 방문
6511,정릉동 서경포차,clakttkf,맛나게해주시네요,23.7.14.금,3번째 방문
6512,정릉동 서경포차,갱쓰123,굿!!,23.6.13.화,2번째 방문
6513,정릉동 서경포차,lee6866,메뉴다양하고 저렴해요,23.5.18.목,1번째 방문
6514,정릉동 서경포차,김영규29,good,23.3.20.월,1번째 방문
6515,정릉동 서경포차,pop****,굳,22.11.11.금,4번째 방문
6516,정릉동 서울불고기,kim****,,24.11.24.일,1번째 방문
6517,정릉동 서울불고기,lov****,뚝불이랑 갈비탕 먹었어요!,24.11.12.화,2번째 방문
6518,정릉동 서울불고기,lov****,내장탕이랑 순두부 먹었는데 둘 다 맛있습니다😍,24.11.11.월,1번째 방문
6519,정릉동 서울불고기,hyu****,오가면저 눈에띠어 계획없이 들어와봤는데 몹시 만족스러웠습니다. 사장님도 친절하시고 불고기가 너무 맛있었습니다. 주변 다른분들은 갈비를 많이 드시던데 다음에는 갈비를 먹어봐야겠어요. 앞으로 자주 올듯 합니다.,24.11.8.금,1번째 방문
6520,정릉동 서울불고기,rap****,굿!!,24.10.12.토,5번째 방문
6521,정릉동 서울불고기,rap****,맛있게 잘 먹었습니다!!,24.9.8.일,4번째 방문
6522,정릉동 서울불고기,공6951,"불판에 이물질이 있어서 바꿔주실 수 있냐고 물어봤더니 “어차피 고기 굽기 전에 비계로 기름칠을 하니 상관없다” + 배기통 쪽에 살짝 손등이 스치기만 했는데 검은색 무언가가 묻길래 안쪽을 찍었더니 엄청난 양의 기름때, 고기 먹을 때도 자꾸 위에서 뚝뚝 떨어짐 + 새 테이블 들어올 때마다 “고기 드실 거예요?” 부터 물어보는 손님 대응도 잘 봤습니다 그냥 냉면 한 그릇 먹으러 들어왔을 수도 있는 손님한테 눈치 주는 것도 아니고 첫마디가 이거라뇨 ㅋㅋㅋ정말 이런 곳에서 돈 주고 음식 먹고 싶으신가요?",24.8.31.토,1번째 방문
6523,정릉동 서울불고기,은하네집밥,집을 개조해서 포근한 느낌에 친절한 사장님이 고기를 올려주시는데 정말 간만에 든든한 식사하고 왔어요~^^부모님 모시고 또 갈려구요..갈비도 먹어볼래요,24.7.4.목,1번째 방문
6524,정릉동 서울불고기,조대장13,시원한날 냉면냉면~~,24.6.20.목,1번째 방문
6525,정릉동 서울불고기,인스타갬성녀,기계식 냉면 전문점이라는 현수막 보고 궁금해서 들어가봤는데 정말 전문점 맞네요다른 메뉴들도 많았지만 냉면이 정말 맛있어요육수 자체가 진한데 시원 깔끔합니다무절임도 맛있고요물냉면에 다데기 넣으려고 달라고했는데 육수 자체가 진하고 맛있어서 없어도 되겠더군요재방문의사 완전 있는 맛집입니다,24.6.15.토,1번째 방문
6526,정릉동 선희정,Rnjsdldi,간단하게 점심먹기 좋네요,20.2.19.수,1번째 방문
6527,정릉동 성원식당,Coniglio,집밥을 먹고 싶으면 언제나 이 집에 갑니다. 기본찬이 훌륭해요.,2.24.월,3번째 방문
6528,정릉동 성원식당,a165,쌈밥 구성이 좋아요생선도 인당 1개 제육도 있고 상추쌈 있어 좋아요,2.24.월,1번째 방문
6529,정릉동 성원식당,swb****,,2.19.수,6번째 방문
6530,정릉동 성원식당,공원11,맛있어요,2.8.토,3번째 방문
6531,정릉동 성원식당,kdk7941,잘먹었습니다,1.13.월,5번째 방문
6532,정릉동 성원식당,drep,"동네 맛집을 찿다가 가게된 집인데 메인 매뉴인 쌈밥이  고기양,반찬등 모든것이 만족스러웠고 어디 하나 나무랄데 없는 가성비 좋고 맛좋은 식당 입니다 특히 늙은 호박으로 된장 찌개를 끊였는데 그맛이  너무 좋아 공기밥 하나 추가해서 된장찌개를 다 비웠네요~ㅎ 다음 방문에는 생대구탕 도전해 보겠습니다.",24.12.26.목,1번째 방문
6533,정릉동 성원식당,lov****,맛있어요! 생선도 통통하니 살이 많아요,24.12.23.월,1번째 방문
6534,정릉동 성원식당,공원11,백반 맛있어요! 생선도 나오고 국물도 반찬도 잘 나와요,24.12.14.토,2번째 방문
6535,정릉동 성원식당,jjupjjup,양이 푸짐해요~!,24.12.12.목,1번째 방문
6536,정릉동 성원식당,TD26,좋아요,24.11.26.화,1번째 방문
6537,정릉동 세자매닭강정,킨킨킨킨킨,혼술하기에 부담도 없고 버팔로윙이 짱짱 맛있어요~다음에 친구랑 같이 올꺼예요❣️,24.3.5.화,1번째 방문
6538,정릉동 세자매닭강정,aer****,현미랑 찹씰이 느껴지는 꿔바로우 같은 닭강정맛,23.9.15.금,1번째 방문
6539,정릉동 세자매닭강정,요염한남,지나가다가 새로 오픈해서 들어갔는데다시는 안갑니다..닭강정은 매장에 앉자마자 시켰는데식어서 눅눅한 닭강정 주시고옛날통닭은 자세히 보시면 누렇게 닭기름이그대로 튀겨져 있으며처음에 튀겨져나오는건 피가 있어서컷팅한채로 다시 튀겼네요 ..사모님은 손님에게 관심도 없으시고다른 테에븡에서 사업이야기만 ;;,23.8.22.화,1번째 방문
6540,정릉동 세자매닭강정,와우6772,맛있어서 며칠 전에 오고 또 왔어요 이번엔 순한맛과 함께 델리맛도 시켜봤는데 둘 다 깔끔하고 맛있었어요👍🏻서비스로 주신 칠게튀김과 어묵튀김도 맛있었어요!! 앞으로도 자주 먹으러 올 것 같아요!!,23.4.21.금,2번째 방문
6541,정릉동 세자매닭강정,와우6772,닭강정 순한맛 시켰는데 적당히 매콤하고 맛있었어요👍🏻👍🏻 서비스로 주신 미니칠게 튀김도 바삭고소 맛있어요!! 앞으로도 자주 사먹을 것 같아요☺️,23.4.18.화,1번째 방문
6542,정릉동 세자매닭강정,ahepfWKd,"닭강정 중 사이즈 매운맛 하나 순한맛 하나 주문했는데요! 서비스로 칠게튀김이랑 어묵튀김까지 주시고ㅜㅜ 감사합니다!!☺️닭강정도 서비스도 정말 맛있어요ㅠㅠ 특히 칠게튀김이 진짜,, 처음 먹어봤는데 넘 맛있더라구용 나중에 사서 먹어보려구요ㅎㅎ 또 사먹을 것 같아요! 많이 파세요~!",23.4.17.월,1번째 방문
6543,정릉동 세자매닭강정,유나24,고추가 들어간 간장맛 강정이었어요.,23.3.1.수,1번째 방문
6544,정릉동 세자매닭강정,케이44,종류별로 다 맛있어요..게튀김은 첨 맛보는 거라 정말 맛있게 먹었고..술안주로도 좋을 듯 싶어요..,23.2.20.월,1번째 방문
6545,정릉동 세자매닭강정,srk****,산행  모임에 찬조했습니다.속이 더부룩하지 않고 시간이 지나도 맛이  변하지 않아서  강추!! 현미 토핑이 신의 한수인듯~~,23.2.14.화,1번째 방문
6546,정릉동 세자매닭강정,chso729141,좋아요,23.2.12.일,1번째 방문
6547,정릉동 소우락,헤릭황4,점심먹기매번 반찬이 바뀌는 밥집 🍚친절해요한우곰탕 맛있어요,3.23.일,4번째 방문
6548,정릉동 소우락,헤릭황4,고기맛집친절맛집깨끗한 맛집동네맛집,3.21.금,3번째 방문
6549,정릉동 소우락,헤릭황4,브레이크타임없어 늦은점심 오케이매일 반찬이 바뀌는게 좋아요친절하고 맛있어요자주가는 밥짐소고기도 맛있는집 👍,3.13.목,2번째 방문
6550,정릉동 소우락,헤릭황4,점심먹기동네맛집자주가는 맛집맛있어요,3.11.화,1번째 방문
6551,정릉동 소우락,토끼4114,소내장탕이 건더기가 많고 맛있어요 반찬도 집반찬같이 맛나요,2.28.금,4번째 방문
6552,정릉동 소우락,깡다구88,맛있어요,1.14.화,1번째 방문
6553,정릉동 소우락,와니하니,지인들과 신년회 겸 식사하러 방문했어요. 배불리 잘먹고 갑니다.,1.7.화,3번째 방문
6554,정릉동 소우락,jun****,좋아요,24.11.10.일,7번째 방문
6555,정릉동 소우락,민여짱,,24.10.28.월,2번째 방문
6556,정릉동 소우락,EVERMUSICA,고기가맛이ㅛ어요,24.10.14.월,2번째 방문
6557,정릉동 소한마리 정육식당 정릉점,KJS86,1)검정색 옷입은 뚱뚱한 서빙하는 나이많은 아줌마  불친절 음식 배달하는 도르래로 의자 뒤로 지나가면서 손님들 의자를 너무 쳐대서 (한두번 실수도 아니고..)7~8번 쳐대고 다니면서 한번을 미안하단말 없이 싸가지 없게 행동2) 먹다가 음료수 엎을뻔 할정도로 불안해 못 먹을정도 여러차례 의자를 쳐대고 다니다가 쳐다보니 못 본척??3) 그렇게 힘들면 일을 ?왜??4) 이런글 처음 써보는군요.계산하고 마지막으로 나올때 미안하단말 끝까지 없었고 웃고 있던데?? 나가는데 등뒤에서 비켜보라고 하면서열려 있던 문을 왜? 갑자기 닫고 난리??액땜 했다 치고 액운 쏟아냈다 생각할정도로다시는 가지 말아야 겠다고 학부모님들 모임이나 가족모임 정릉 소한마리는 그 아줌마 때문에 못가는곳,3.22.토,1번째 방문
6558,정릉동 소한마리 정육식당 정릉점,yo****,"눈꽃 소갈비는 입안에서 녹고, 소 혀는 비밀의 파소금을 말아 입술과 이빨 사이에 신선한 향을 피우며, 특별 조미된장과 고추냉이가 번갈아 등장하여 한국식 양념의 영혼 교향곡을 연출합니다. 수냉면과 파오차이 구궁격을 조합하면 얼음과 불로 뒤섞인 미각의 충격이 행복감을 머리 끝까지 끌어올립니다.배즙에 절인 고기의 과일 향이 감돌며, 세심하게 구워주는 서비스로 손님들이 몰입형 경험을 만끽할 수 있습니다. 첫 입부터 마지막 쇠고기 돌솥비빔밥까지 최고의 재료와 장인정신으로 서울 청담동의 불고기 미학을 재현했습니다. 심야 식당의 활기찬 분위기 속에서, 한 모금 한 모금도 미뢰에 대한 사랑입니다.",3.14.금,1번째 방문
6559,정릉동 소한마리 정육식당 정릉점,cleanohs,"모든 음식이 대체로 늦게옴, 손님은 우리포함 두테이블이었음 그런데 계란찜은 . 식사 다 마치고 나옴",3.9.일,1번째 방문
6560,정릉동 소한마리 정육식당 정릉점,purple96,차돌박이 빼고 다른 고기는 너무 맛이없었어요. 약간 거죽같은 느낌..서버분들이 너무 바쁘시고 친절하셨으나 센스가 너무 부족하셨어요.,3.8.토,1번째 방문
6561,정릉동 소한마리 정육식당 정릉점,GP4947,..,3.4.화,1번째 방문
6562,정릉동 소한마리 정육식당 정릉점,dun****,네이버에서 예약 했고 예약 확인 문자까지 왔는데 당일 가보니 예약 안받는다고 함아무리 사람이 많이 와도 그렇지 예약 안받을거면 전화라도 주던가...이럴거면 왜 예약을 만들었나대기는 없었지만 기분이 좀 나빴음,2.19.수,1번째 방문
6563,정릉동 소한마리 정육식당 정릉점,happyyun69,들어가는 입구 청소 안하나보네요.오래된 담배꽁초가 여기저기 쌓여있고 낙엽이며 먼지가 식당안까지 뒹굴어다니고 어떻게 식당입구가 이렇게 지저분할까요?음식 먹고 나오다 발견했는데 뭔가 찜찜하더군요.,2.18.화,1번째 방문
6564,정릉동 소한마리 정육식당 정릉점,KOZU,좋아요 좋아요 ㅎㅎ,2.18.화,1번째 방문
6565,정릉동 소한마리 정육식당 정릉점,까칠한그녀7,,2.15.토,1번째 방문
6566,정릉동 소한마리 정육식당 정릉점,030****,"소한마리 먹고 싶을때 자주 찾는 곳이예요~가성비도 좋고 맛은 더 좋고~ 무엇보다 푸짐해요~~상추, 파절이 등 야채도 많이 먹을수 있어 맛이 배가 되는거 같아요~돼지고기 한마리 셋트가 출시되서 오늘 맛 봤는데 ~~ 꿀맛!!소한마리가 생각날땐 꼭 들르는 ""소한마리 정육식당""~늘 번창하세요~^^",2.14.금,1번째 방문
6567,정릉동 송강루,야생마35,자장맛나요,2.22.토,1번째 방문
