사업장명,영업상태,업태,전화번호,주소,인허가일자,폐업일자,최종수정일,크롤링여부
500소갈비살,영업/정상,한식,,서울특별시 성북구 정릉동 413-10 1층 ,2020-04-09,,2023-11-04 02:40:00.0,Y
호식이두마리치킨 정릉중앙점,영업/정상,한식,,서울특별시 성북구 정릉동 16-117 금성빌딩 1층 ,2020-04-23,,2023-09-27 02:40:00.0,Y
로라유통,영업/정상,기타,,서울특별시 성북구 정릉동 525-1 아이콘스타 ,2023-03-09,,2023-08-20 02:40:00.0,Y
수라상,영업/정상,한식,,서울특별시 성북구 정릉동 771-46 청수종합상가 1층 ,2021-11-19,,2021-11-21 00:22:44.0,Y
멕시칸 라이브 그릴 서울길음역점,영업/정상,"외국음식전문점(인도,태국등)",,서울특별시 성북구 정릉동 1034 길음뉴타운10단지 제상가동 제비128호,2021-11-12,,2021-12-18 02:40:00.0,Y
시골집,영업/정상,한식,,서울특별시 성북구 정릉동 771-46 청수종합상가 1층 나동 2호,2021-09-30,,2021-10-02 00:22:47.0,Y
푸드BT(푸드비티),영업/정상,호프/통닭,,서울특별시 성북구 정릉동 482 ,2021-12-09,,2023-10-18 02:40:00.0,Y
할머니 다락방,영업/정상,기타,,서울특별시 성북구 정릉동 227-151 ,2021-10-27,,2021-10-29 00:22:55.0,Y
삼거리족발,영업/정상,한식,,서울특별시 성북구 정릉동 482 ,2024-01-31,,2024-02-02 00:16:06.0,Y
정릉집,영업/정상,한식,,서울특별시 성북구 정릉동 525-1 아이콘스타 ,2024-03-15,,2024-03-17 00:15:28.0,Y
교촌치킨 정릉중앙점,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 227-74 ,2024-01-22,,2024-01-24 00:16:13.0,Y
서른살 한식,영업/정상,한식,,서울특별시 성북구 정릉동 16-11 ,2024-02-06,,2024-02-08 00:16:10.0,Y
라라김밥,영업/정상,김밥(도시락),,서울특별시 성북구 정릉동 260-27 ,2021-04-02,,2023-04-01 00:20:28.0,Y
낌새,영업/정상,한식,,서울특별시 성북구 정릉동 894-11 ,2023-02-16,,2023-02-18 00:41:03.0,Y
푸라닭 정릉1호점,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 1053번지 길음뉴타운11단지롯데캐슬골든힐스 제상가동 제비106호,2020-05-25,,2020-05-27 00:23:29.0,Y
행복푸드,영업/정상,기타,,서울특별시 성북구 정릉동 16-37 ,2020-07-03,,2020-07-05 00:23:17.0,Y
카페그레테(Cafe Grete),영업/정상,기타,02   9411633,"서울특별시 성북구 정릉동 310-2 1,2 층 ",2020-07-03,,2020-12-04 02:40:00.0,Y
덤브다이버(DUMB DIVER),영업/정상,기타,,서울특별시 성북구 정릉동 483-11 ,2024-01-08,,2024-01-10 00:16:42.0,Y
더숀스키친(The Sean.s Kitchen),영업/정상,경양식,,서울특별시 성북구 정릉동 106-6 정릉 가온채 ,2024-01-08,,2024-01-10 00:16:42.0,Y
지하서재,영업/정상,기타,,서울특별시 성북구 정릉동 266-328번지 ,2018-08-13,,2018-08-31 23:59:59.0,Y
고돌스,영업/정상,한식,02  980 0808,서울특별시 성북구 정릉동 266-428 ,2018-08-21,,2022-01-19 02:40:00.0,Y
소풍가는날 김밥,영업/정상,김밥(도시락),,서울특별시 성북구 정릉동 400-10 ,2024-03-19,,2024-03-21 00:15:26.0,Y
앙뜨레,영업/정상,한식,,서울특별시 성북구 정릉동 192-175 마이바움 ,2024-01-29,,2024-01-31 00:16:54.0,Y
황금 코다리,영업/정상,한식,,서울특별시 성북구 정릉동 266-107 ,2021-07-05,,2023-11-09 02:40:00.0,Y
테레,영업/정상,기타,,서울특별시 성북구 정릉동 171-14 ,2021-09-07,,2021-09-09 00:22:49.0,Y
이천 칙 냉면,영업/정상,식육(숯불구이),,서울특별시 성북구 정릉동 674-8,2021-08-19,,2024-12-03 22:07:00.0,Y
원조멸치국수,영업/정상,일식,,서울특별시 성북구 정릉동 413-5 1층,2020-08-06,,2024-12-02 22:03:00.0,Y
30년 전통 전주 엄마더 김치찌개&김치찜 1+1,영업/정상,분식,,서울특별시 성북구 정릉동 130-20 ,2020-08-13,,2023-12-03 02:40:00.0,Y
산장보쌈,영업/정상,한식,,서울특별시 성북구 정릉동 966-223 ,2020-06-29,,2020-07-01 00:23:16.0,Y
샤오림마라탕,영업/정상,중국식,,서울특별시 성북구 정릉동 892-9 북악교회 ,2020-07-23,,2020-07-25 00:23:15.0,Y
강릉 메밀촌,영업/정상,한식,02911 2232,서울특별시 성북구 정릉동 465-4 정화빌딩 ,2022-11-18,,2022-11-20 00:22:23.0,Y
조선부뚜막 정릉점,영업/정상,기타,,서울특별시 성북구 정릉동 388-6 ,2022-12-07,,2024-03-10 02:40:00.0,Y
원조감자탕 일미집 정릉점,영업/정상,한식,,서울특별시 성북구 정릉동 398-9 ,2022-12-15,,2022-12-17 00:40:08.0,Y
의정부사람,영업/정상,일식,,서울특별시 성북구 정릉동 405-6 ,2022-12-12,,2022-12-14 00:40:48.0,Y
BT푸드,영업/정상,한식,,서울특별시 성북구 정릉동 482 ,2021-08-05,,2022-08-24 02:40:00.0,Y
비비큐 정릉점,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 260-74 ,2021-09-14,,2021-09-16 00:22:48.0,Y
지세지세,영업/정상,한식,,서울특별시 성북구 정릉동 957-8 1층 ,2020-09-02,,2020-09-04 00:23:13.0,Y
밥은화 국민대점,영업/정상,분식,,서울특별시 성북구 정릉동 884-5 1층 ,2016-01-20,,2021-04-29 00:23:08.0,Y
메이크어딜리버리 길음점,영업/정상,한식,,서울특별시 성북구 정릉동 266-428 ,2021-07-02,,2022-01-19 02:40:00.0,Y
연꽃치정릉시장점,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 349-10 1층 ,2021-06-22,,2024-06-05 02:40:00.0,Y
포차맛집,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 16-155 ,2022-09-20,,2022-09-22 00:22:25.0,Y
육이구낙곱새 본점,영업/정상,한식,,서울특별시 성북구 정릉동 16-50 ,2022-10-31,,2023-11-25 02:40:00.0,Y
정릉특별시,영업/정상,경양식,,서울특별시 성북구 정릉동 396-1 ,2022-09-28,,2024-03-21 02:40:00.0,Y
지세 in 지세,영업/정상,횟집,,서울특별시 성북구 정릉동 892-6 ,2022-10-27,,2023-07-15 02:40:00.0,Y
"다옴순대국,감자탕정릉점",영업/정상,한식,,"서울특별시 성북구 정릉동 401-46 청수프라자 지하1층 B101호,B102호 ",2020-11-02,,2024-06-01 02:40:00.0,Y
모던분식밀다방,영업/정상,분식,,서울특별시 성북구 정릉동 405-2번지 황치과의원 ,2018-09-14,,2018-09-14 23:59:59.0,Y
경성 마라탕,영업/정상,중국식,,서울특별시 성북구 정릉동 227-65 ,2022-11-04,,2024-04-28 02:40:00.0,Y
잔생각,영업/정상,기타,,서울특별시 성북구 정릉동 374-12 ,2022-10-21,,2022-10-23 00:22:25.0,Y
후후세이지,영업/정상,일식,,서울특별시 성북구 정릉동 474-2 ,2022-10-11,,2022-10-13 00:22:25.0,Y
감탄계 숯불치킨 정릉점,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 16-175 백제빌딩 ,2022-09-23,,2024-09-11 02:40:00.0,Y
피자나라치킨공주 정릉점,영업/정상,기타,02 9158292,서울특별시 성북구 정릉동 373-4 성신프라자 ,2018-10-17,,2020-11-07 02:40:00.0,Y
또 봄,영업/정상,기타,,서울특별시 성북구 정릉동 771-46번지 청수종합상가 ,2018-10-29,,2018-10-31 02:37:30.0,Y
가마치통닭 북한산점,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 780번지 산장아파트 상가 18호 ,2018-10-31,,2019-11-21 02:40:00.0,Y
카페 봉봉,영업/정상,기타,,서울특별시 성북구 정릉동 1037 정릉꿈에그린 상가동 1층 103호 ,2021-03-12,,2023-03-26 02:40:00.0,Y
고기왕김치찜 정릉점,영업/정상,한식,0260800011,서울특별시 성북구 정릉동 16-45 ,2021-02-22,,2025-02-19 02:40:00.0,Y
어반어찬,영업/정상,일식,,서울특별시 성북구 정릉동 684-39 ,2021-02-25,,2021-02-27 00:23:00.0,Y
교촌치킨 정릉1호점,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 285-11 야긴빌딩 1층 ,2021-03-29,,2024-09-05 02:40:00.0,Y
일심텐동 서경대점,영업/정상,기타,,서울특별시 성북구 정릉동 227-67 ,2022-07-14,,2024-07-06 02:40:00.0,Y
카페쿠피(cafe cuffee),영업/정상,기타,,서울특별시 성북구 정릉동 285-12 ,2022-08-25,,2022-08-27 00:22:27.0,Y
요이타코,영업/정상,일식,,서울특별시 성북구 정릉동 16-53 ,2022-08-29,,2022-08-31 00:22:27.0,Y
기차순대국Ⅰ,영업/정상,한식,,서울특별시 성북구 정릉동 395-4 ,2022-07-01,,2022-07-03 00:22:29.0,Y
그린카페,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 139-57 ,2022-07-26,,2022-07-28 00:22:29.0,Y
와인샘,영업/정상,기타,,서울특별시 성북구 정릉동 110-36 ,2022-07-06,,2023-05-13 02:40:00.0,Y
성북참요양병원 카페,영업/정상,기타,,서울특별시 성북구 정릉동 508-171 성북참병원 ,2022-07-21,,2022-07-23 00:22:29.0,Y
참새마차,영업/정상,기타,,서울특별시 성북구 정릉동 16-283 정일빌딩 ,2022-07-18,,2022-07-20 00:22:28.0,Y
대단한돈까스 서울정릉점,영업/정상,경양식,,서울특별시 성북구 정릉동 416-2 ,2025-02-18,,2025-02-20 00:10:42.0,Y
짱시스낵,영업/정상,김밥(도시락),,서울특별시 성북구 정릉동 266-99 ,2022-07-27,,2022-07-29 00:22:39.0,Y
닭감정,영업/정상,호프/통닭,02   9427848,서울특별시 성북구 정릉동 258-12 1층 ,2020-12-14,,2020-12-16 00:23:06.0,Y
산마을,영업/정상,한식,,서울특별시 성북구 정릉동 372-21 ,2021-01-08,,2022-12-21 02:40:00.0,Y
그냥그냥,영업/정상,출장조리,02  943 1579,서울특별시 성북구 정릉동 549-2번지 ,2018-11-26,,2018-12-01 02:40:00.0,Y
가장맛있는족발(정릉점),영업/정상,한식,,서울특별시 성북구 정릉동 227-33 ,2018-12-06,,2023-11-02 02:40:00.0,Y
제주은희네해장국 성북길음점,영업/정상,한식,,서울특별시 성북구 정릉동 1034 라온유 아파트 ,2018-12-20,,2021-04-10 02:40:00.0,Y
ko-hi(코히),영업/정상,기타,,서울특별시 성북구 정릉동 16-162번지 ,2018-11-05,,2018-11-07 02:37:26.0,Y
하프 스페이스,영업/정상,한식,,서울특별시 성북구 정릉동 847-3 ,2023-12-13,,2023-12-15 00:16:48.0,Y
라라김밥,영업/정상,한식,,서울특별시 성북구 정릉동 260-27 ,2023-12-27,,2023-12-29 00:16:35.0,Y
도이칠란드 박 정릉시장점,영업/정상,"외국음식전문점(인도,태국등)",,서울특별시 성북구 정릉동 372-47 ,2023-12-21,,2023-12-23 00:16:40.0,Y
"전여친, 전남친",영업/정상,한식,,서울특별시 성북구 정릉동 685-70 ,2022-08-08,,2022-09-22 02:40:00.0,Y
사을한리 푸줏간,영업/정상,경양식,,서울특별시 성북구 정릉동 401-46 청수프라자 ,2022-06-24,,2024-03-31 02:40:00.0,Y
HONG FOOD(홍푸드),영업/정상,호프/통닭,,서울특별시 성북구 정릉동 1031 정릉힐스테이트3차 ,2021-01-13,,2021-04-30 02:40:00.0,Y
정릉동 커피,영업/정상,기타,070 77786161,서울특별시 성북구 정릉동 372-30 지1층 B01호,2021-01-14,,2024-11-28 02:40:00.0,Y
시골집연탄석쇠구이,영업/정상,한식,,서울특별시 성북구 정릉동 822-53 ,2021-02-03,,2021-02-05 00:23:13.0,Y
올라(hola),영업/정상,한식,,서울특별시 성북구 정릉동 227-33 ,2023-10-19,,2023-11-03 02:40:00.0,Y
라무야끼 정릉점,영업/정상,식육(숯불구이),,서울특별시 성북구 정릉동 303-4 ,2023-11-22,,2023-11-24 00:17:14.0,Y
마이그릭,영업/정상,경양식,,서울특별시 성북구 정릉동 227-38 ,2023-09-25,,2023-11-02 02:40:00.0,Y
정릉돈부자,영업/정상,한식,,서울특별시 성북구 정릉동 266-184 ,2023-10-17,,2024-07-18 02:40:00.0,Y
잔치집,영업/정상,한식,,서울특별시 성북구 정릉동 777-1 ,2023-10-27,,2023-10-29 00:17:27.0,Y
한음유통(싸군마켓),영업/정상,식육(숯불구이),,서울특별시 성북구 정릉동 394-18 ,2023-10-23,,2023-10-25 00:17:39.0,Y
성북아이반찬,영업/정상,기타,,서울특별시 성북구 정릉동 178-63 ,2022-05-09,,2022-05-11 00:22:42.0,Y
동키타코스,영업/정상,경양식,,서울특별시 성북구 정릉동 165-1 테라스테이 ,2022-05-09,,2022-05-11 00:22:42.0,Y
레스고Kpub,영업/정상,한식,,서울특별시 성북구 정릉동 871-1 ,2025-01-14,,2025-01-16 00:11:11.0,Y
피자나라치킨공주 정릉역점,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 14-9 ,2023-11-30,,2023-12-02 00:16:59.0,Y
국밥대학 국민대점,영업/정상,한식,,서울특별시 성북구 정릉동 966-134 ,2023-09-22,,2023-09-24 00:17:57.0,Y
모범 타코야끼,영업/정상,한식,,서울특별시 성북구 정릉동 260-30 ,2023-10-10,,2024-11-14 02:40:00.0,Y
에스와이푸드,영업/정상,냉면집,,서울특별시 성북구 정릉동 16-225,2025-04-28,,2024-12-03 21:00:00.0,Y
짱(zzang)딜리버리,영업/정상,한식,,서울특별시 성북구 정릉동 16-225,2017-07-03,,2024-12-03 21:00:00.0,Y
쇼넨 정릉역점,영업/정상,기타,,서울특별시 성북구 정릉동 584,2025-04-17,,2024-12-05 00:01:00.0,Y
스매시 하우스,영업/정상,기타,,서울특별시 성북구 정릉동 16-69 지상1층,2024-06-14,,2024-12-05 00:01:00.0,Y
도이칠란드 박,영업/정상,한식,,서울특별시 성북구 정릉동 372-37 1층,2020-12-21,,2024-12-03 00:09:00.0,Y
언더그라운드커피웍스 정릉,영업/정상,기타,,서울특별시 성북구 정릉동 957-10,2025-03-10,,2024-12-02 23:02:00.0,Y
정릉칼국수,영업/정상,한식,,서울특별시 성북구 정릉동 286-8,2025-03-11,,2024-12-02 23:03:00.0,Y
성북주가,영업/정상,한식,,서울특별시 성북구 정릉동 388-7,2025-03-13,,2024-12-02 23:05:00.0,Y
짱 포차,영업/정상,분식,,서울특별시 성북구 정릉동 110-26 1층,2013-10-10,,2024-12-02 22:08:00.0,Y
정릉꼼닭발,영업/정상,한식,,서울특별시 성북구 정릉동 107-33 형제빌딩,2025-03-20,,2024-12-02 22:02:00.0,Y
단독주택 술집 국민대직영점,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 900-3,2025-03-20,,2024-12-02 22:02:00.0,Y
깻잎치킨,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 649-2,2023-10-16,,2024-12-02 22:02:00.0,Y
반반한떡볶이,영업/정상,기타,,서울특별시 성북구 정릉동 16-218,2025-03-26,,2024-12-02 22:08:00.0,Y
내가먹고싶어서만든 로제떡볶이,영업/정상,기타,,서울특별시 성북구 정릉동 16-218,2025-03-26,,2024-12-02 22:08:00.0,Y
불떡불떡 불떡볶이전문,영업/정상,기타,,서울특별시 성북구 정릉동 16-218,2025-03-26,,2024-12-02 22:08:00.0,Y
"오떡행, 오뎅과 떡볶이의 행복",영업/정상,한식,,서울특별시 성북구 정릉동 16-218,2025-03-26,,2024-12-02 22:08:00.0,Y
육회바른연어 정릉시장점,영업/정상,한식,,서울특별시 성북구 정릉동 397-39,2025-04-01,,2024-12-04 00:03:00.0,Y
